id,type_of_attribute,trait
6,sTrengtHS       ,honest
412,   StreNgtHs   ,knowledgeable
28,   WEAKnessES   ,unfriendly
426,weaknesses          ,unresponsive
453,strengths    ,team player
168,       STRENGTHS  ,good teacher
250,  sTRENgths  ,quick learner
113,WEAKNESSES,procrastinator
220,sTrEnGthS ,good teacher
225,sTrEnGthS ,early starter
367, strengths,friendly
291,  sTRENgths  ,knowledgeable
52,   wEAknESses    ,cutthroat
72,strengths    ,good leader
357,       STRENGTHS  ,prepared
491,strengths    ,prepared
459,  sTRENgths  ,team player
162,    WeaKNeSSeS     ,controlling
408,   stREngtHs     ,honest
206,   wEAknESses    ,procrastinator
5,   StreNgtHs   ,prepared
362,       STRENGTHS  ,friendly
26,   StreNgtHs   ,prepared
95,strengths    ,early starter
194,       STRENGTHS  ,quick learner
459,   StreNgtHs   ,honest
347,   stREngtHs     ,knowledgeable
279,    weaKnEsses     ,procrastinator
165,strengths    ,knowledgeable
181,strengths      ,good teacher
219, weaKnesses ,procrastinator
359,strengths      ,team player
274,sTrengtHS       ,good teacher
363,       STRENGTHS  ,knowledgeable
481,strengths      ,honest
480,wEaKNeSSes       ,cutthroat
259,   StreNgtHs   ,prepared
377,    weaKnEsses     ,unprepared
444,  sTRENgths  ,prepared
500,sTRENgths    ,good leader
385,weaknesses          ,dishonest
368,   stREngtHs     ,early starter
189,weaknesses          ,late
147,    WeaKNeSSeS     ,late
486,weaknesses          ,procrastinator
369,strengths    ,team player
92,   stREngtHs     ,early starter
195,   StreNgtHs   ,early starter
438,   wEAknESses    ,unresponsive
78,sTRENgths    ,knowledgeable
467,       STRENGTHS  ,knowledgeable
296,WEAKNESSES,procrastinator
246,sTRENgths    ,early starter
314,   stREngtHs     ,prepared
440,WEAKNESSES,unavailable
18,strengths    ,team player
173,   StreNgtHs   ,honest
137,    weaKnEsses     ,cutthroat
308,  sTRENgths  ,quick learner
326, strengths,quick learner
179, strengths,knowledgeable
422,   StreNgtHs   ,knowledgeable
487,sTRENgths    ,honest
425,sTrEnGthS ,team player
412,WEAKNESSES,dishonest
176,strengths    ,honest
26,  sTRENgths  ,knowledgeable
500,strengths      ,honest
482,       STRENGTHS  ,good leader
136,       STRENGTHS  ,team player
55,strengths    ,good teacher
326,sTrEnGthS ,friendly
370,strengths    ,team player
401,       STRENGTHS  ,team player
295,sTRENgths    ,good teacher
364,   stREngtHs     ,good teacher
268,strengths      ,good teacher
42,sTRENgths    ,team player
201,sTrEnGthS ,early starter
233,weaknesses          ,unprepared
446,WEAKNESSES,dishonest
245,strengths      ,team player
323,strengths      ,good teacher
37,   WeAkNeSsEs ,controlling
11, weaKnesses ,late
121,    weaKnEsses     ,unavailable
265,strengths      ,prepared
342,weaknesses          ,procrastinator
462,sTrengtHS       ,team player
318, weaKnesses ,unavailable
133,   WEAKNESSEs    ,unavailable
428,sTrEnGthS ,good teacher
197,sTRENgths    ,quick learner
9, strengths,friendly
483,    weaKnEsses     ,unfriendly
117, weaKnesses ,controlling
286,    WeaKNeSSeS     ,unavailable
473,strengths    ,good leader
266,   StreNgtHs   ,knowledgeable
255,sTRENgths    ,honest
223,   stREngtHs     ,prepared
40,  sTRENgths  ,early starter
314,WEAKNESSES,unprepared
16,sTrengtHS       ,good leader
184,sTRENgths    ,good leader
151,   stREngtHs     ,prepared
280,sTrengtHS       ,good teacher
267,sTrEnGthS ,prepared
54,strengths      ,good teacher
327,   WEAKNESSEs    ,unavailable
100,sTRENgths    ,prepared
388,   StreNgtHs   ,good teacher
207, strengths,good teacher
205,sTRENgths    ,good leader
134,sTrEnGthS ,prepared
90,    WeaKNeSSeS     ,unresponsive
178,   StreNgtHs   ,team player
226,wEaKNeSSes       ,cutthroat
102,sTrengtHS       ,prepared
99,   stREngtHs     ,team player
405, strengths,early starter
320,sTrengtHS       ,friendly
110, strengths,good leader
74,sTRENgths    ,honest
289, strengths,prepared
275,strengths      ,good teacher
460,sTrEnGthS ,quick learner
356,    weaKnEsses     ,late
208,sTrEnGthS ,early starter
346,strengths    ,quick learner
210, strengths,good teacher
402,strengths    ,team player
73,   WEAKnessES   ,procrastinator
430, strengths,good teacher
382,weaknesses          ,cutthroat
271,  sTRENgths  ,good leader
85,sTRENgths    ,honest
118, strengths,friendly
67, strengths,friendly
8,sTRENgths    ,early starter
272,strengths      ,knowledgeable
239,sTrengtHS       ,honest
231,  sTRENgths  ,honest
404,   stREngtHs     ,good leader
316,   stREngtHs     ,good teacher
331,   WEAKNESSEs    ,unavailable
116, weaKnesses ,unavailable
430,strengths      ,honest
335,sTrEnGthS ,quick learner
192,sTRENgths    ,good teacher
202,   stREngtHs     ,team player
191, strengths,quick learner
498,strengths    ,quick learner
53,  sTRENgths  ,honest
383, strengths,prepared
85,   StreNgtHs   ,friendly
367, strengths,early starter
300,   StreNgtHs   ,team player
286,    WeaKNeSSeS     ,unresponsive
38,   stREngtHs     ,early starter
479,   WeAkNeSsEs ,unresponsive
202, strengths,quick learner
36,   StreNgtHs   ,quick learner
241,strengths    ,prepared
263,sTrengtHS       ,good leader
376,       STRENGTHS  ,good teacher
315, strengths,good teacher
427,strengths    ,team player
470,  sTRENgths  ,good teacher
44,strengths      ,team player
370, weaKnesses ,unfriendly
195,sTrengtHS       ,team player
175,  sTRENgths  ,team player
63,   stREngtHs     ,prepared
483,WEAKNESSES,cutthroat
383,   WeAkNeSsEs ,unavailable
211,sTRENgths    ,good teacher
390,sTrengtHS       ,knowledgeable
105,    weaKnEsses     ,cutthroat
269, strengths,team player
412,   WeAkNeSsEs ,unprepared
359,WEAKNESSES,unavailable
204, weaKnesses ,unresponsive
426,sTrengtHS       ,team player
135,   stREngtHs     ,good leader
461,    WeaKNeSSeS     ,unresponsive
238,       STRENGTHS  ,friendly
4,WEAKNESSES,late
72, weaKnesses ,unfriendly
6,   StreNgtHs   ,team player
274,       STRENGTHS  ,early starter
190,   stREngtHs     ,good teacher
142,sTrEnGthS ,honest
98,   WeAkNeSsEs ,procrastinator
52,sTRENgths    ,good teacher
188,weaknesses          ,procrastinator
454,   wEAknESses    ,cutthroat
143,sTrengtHS       ,knowledgeable
307,       STRENGTHS  ,honest
316,   WEAKNESSEs    ,cutthroat
269,sTrEnGthS ,quick learner
39,  sTRENgths  ,prepared
235,    WeaKNeSSeS     ,procrastinator
437,       STRENGTHS  ,good teacher
88,    WeaKNeSSeS     ,unprepared
179,WEAKNESSES,late
262,strengths      ,honest
288,WEAKNESSES,unavailable
349,   stREngtHs     ,early starter
302,       STRENGTHS  ,friendly
299,sTrengtHS       ,honest
213,  sTRENgths  ,good leader
114,   stREngtHs     ,early starter
149,weaknesses          ,unavailable
284,   StreNgtHs   ,good leader
15,       STRENGTHS  ,good teacher
48,       STRENGTHS  ,team player
23, strengths,team player
371,    weaKnEsses     ,unprepared
73,sTRENgths    ,team player
374,  sTRENgths  ,friendly
75,       STRENGTHS  ,good teacher
109, weaKnesses ,unavailable
152,   WeAkNeSsEs ,controlling
322, strengths,early starter
51,   StreNgtHs   ,team player
167,strengths    ,good leader
116,       STRENGTHS  ,honest
378,sTrEnGthS ,good teacher
188,sTrengtHS       ,quick learner
17,strengths    ,early starter
65,   StreNgtHs   ,prepared
372,    WeaKNeSSeS     ,dishonest
389,sTRENgths    ,good teacher
267, strengths,quick learner
109, strengths,team player
264,weaknesses          ,unresponsive
396,sTRENgths    ,good teacher
472,   wEAknESses    ,late
457,   StreNgtHs   ,knowledgeable
213,  sTRENgths  ,quick learner
25,strengths    ,team player
441,sTRENgths    ,team player
230,   StreNgtHs   ,prepared
423,wEaKNeSSes       ,dishonest
260, weaKnesses ,controlling
337,       STRENGTHS  ,quick learner
356,strengths    ,friendly
473,       STRENGTHS  ,knowledgeable
459,weaknesses          ,unprepared
55,   WEAKnessES   ,unresponsive
35,   stREngtHs     ,early starter
160,    WeaKNeSSeS     ,unprepared
241,   WEAKnessES   ,procrastinator
35,    weaKnEsses     ,unavailable
371,sTrengtHS       ,team player
106,sTrengtHS       ,early starter
269,   WeAkNeSsEs ,unavailable
318,  sTRENgths  ,good teacher
449,sTRENgths    ,team player
166,strengths      ,quick learner
233,sTRENgths    ,good leader
96,    weaKnEsses     ,unprepared
18,   StreNgtHs   ,prepared
281,       STRENGTHS  ,prepared
238,   stREngtHs     ,good teacher
456,  sTRENgths  ,quick learner
464,    weaKnEsses     ,unavailable
448,sTrEnGthS ,knowledgeable
347,sTrEnGthS ,good leader
109,sTrengtHS       ,prepared
201,sTrEnGthS ,team player
427,  sTRENgths  ,quick learner
367,strengths    ,knowledgeable
194,wEaKNeSSes       ,unavailable
420,weaknesses          ,cutthroat
483,  sTRENgths  ,prepared
368, strengths,quick learner
499,strengths    ,good teacher
152, weaKnesses ,procrastinator
235,    WeaKNeSSeS     ,controlling
321,   wEAknESses    ,unprepared
274,weaknesses          ,unfriendly
119, strengths,knowledgeable
385,sTrengtHS       ,good teacher
242,sTRENgths    ,knowledgeable
62,sTrengtHS       ,quick learner
247,    WeaKNeSSeS     ,unavailable
382,strengths    ,good teacher
351,sTRENgths    ,good teacher
488,sTRENgths    ,good leader
433,sTrengtHS       ,friendly
185,strengths    ,honest
36,strengths    ,honest
276,sTRENgths    ,good leader
427,weaknesses          ,procrastinator
156,  sTRENgths  ,honest
50,sTRENgths    ,quick learner
33,   WEAKNESSEs    ,unavailable
448,   StreNgtHs   ,team player
384,strengths    ,team player
412,sTRENgths    ,good teacher
77,   wEAknESses    ,controlling
258,   StreNgtHs   ,team player
371,   stREngtHs     ,prepared
197,strengths      ,prepared
368,weaknesses          ,unprepared
310,   stREngtHs     ,early starter
55,sTrEnGthS ,friendly
132,strengths      ,honest
432,       STRENGTHS  ,early starter
54,strengths      ,honest
2,wEaKNeSSes       ,unfriendly
466,strengths      ,good leader
78,  sTRENgths  ,friendly
28,strengths    ,prepared
434,   StreNgtHs   ,team player
483,sTrEnGthS ,honest
413,   stREngtHs     ,quick learner
310,sTrengtHS       ,knowledgeable
104,   StreNgtHs   ,good teacher
7,   StreNgtHs   ,good leader
231, strengths,team player
262,weaknesses          ,procrastinator
370,strengths    ,good teacher
149,strengths    ,honest
350,WEAKNESSES,unfriendly
240,       STRENGTHS  ,team player
456,strengths    ,prepared
339,sTrengtHS       ,prepared
121,   StreNgtHs   ,prepared
135,   stREngtHs     ,team player
414,  sTRENgths  ,early starter
460,   WeAkNeSsEs ,cutthroat
312,wEaKNeSSes       ,unprepared
101,       STRENGTHS  ,quick learner
382,   stREngtHs     ,quick learner
201,       STRENGTHS  ,honest
447,   StreNgtHs   ,friendly
423,sTrengtHS       ,early starter
474,    WeaKNeSSeS     ,procrastinator
220,strengths      ,prepared
452,    weaKnEsses     ,controlling
322,   WeAkNeSsEs ,unavailable
79,sTrEnGthS ,quick learner
157,weaknesses          ,unresponsive
187,       STRENGTHS  ,quick learner
465,strengths    ,knowledgeable
134,strengths    ,knowledgeable
112,sTrengtHS       ,good teacher
377,       STRENGTHS  ,prepared
386, strengths,honest
425,   WeAkNeSsEs ,unprepared
107,strengths      ,good teacher
85,       STRENGTHS  ,quick learner
162,weaknesses          ,late
75,    WeaKNeSSeS     ,procrastinator
344,weaknesses          ,controlling
19,  sTRENgths  ,prepared
306,  sTRENgths  ,honest
304,       STRENGTHS  ,honest
155,  sTRENgths  ,friendly
49,   WeAkNeSsEs ,unprepared
465,strengths    ,good teacher
108,wEaKNeSSes       ,dishonest
474,   StreNgtHs   ,good teacher
191,wEaKNeSSes       ,cutthroat
378,wEaKNeSSes       ,unresponsive
489,sTrengtHS       ,good leader
306,  sTRENgths  ,good leader
282,WEAKNESSES,controlling
79,   WEAKnessES   ,controlling
122,   WEAKNESSEs    ,unavailable
184,    WeaKNeSSeS     ,cutthroat
442,   WEAKnessES   ,procrastinator
65, weaKnesses ,unresponsive
452,sTrEnGthS ,prepared
432,sTRENgths    ,knowledgeable
293,       STRENGTHS  ,team player
454,   stREngtHs     ,good leader
5,strengths      ,good teacher
495,  sTRENgths  ,honest
233,       STRENGTHS  ,friendly
331,       STRENGTHS  ,friendly
457,sTRENgths    ,quick learner
213,sTRENgths    ,knowledgeable
324,sTrEnGthS ,prepared
365,sTRENgths    ,friendly
117,strengths    ,good leader
379,sTrengtHS       ,good leader
260,   stREngtHs     ,early starter
342,   stREngtHs     ,early starter
349,    weaKnEsses     ,unavailable
147,   StreNgtHs   ,good leader
86,   WeAkNeSsEs ,unprepared
51,strengths    ,honest
94,sTRENgths    ,early starter
228,strengths      ,good leader
110,   stREngtHs     ,knowledgeable
345,WEAKNESSES,unprepared
399,strengths      ,team player
216,    WeaKNeSSeS     ,controlling
456,   StreNgtHs   ,good leader
59,       STRENGTHS  ,early starter
80,sTrEnGthS ,good leader
385,   StreNgtHs   ,team player
30,strengths      ,good teacher
113,strengths    ,quick learner
245,weaknesses          ,unavailable
493,   WeAkNeSsEs ,controlling
44,  sTRENgths  ,friendly
111,sTrengtHS       ,prepared
389,sTrengtHS       ,team player
395,sTrengtHS       ,good leader
325,       STRENGTHS  ,honest
25,sTrEnGthS ,honest
411,   stREngtHs     ,good teacher
298,strengths    ,prepared
320,  sTRENgths  ,good teacher
494,strengths      ,friendly
366,sTRENgths    ,honest
44,wEaKNeSSes       ,unfriendly
258,   stREngtHs     ,good teacher
324,   WeAkNeSsEs ,unresponsive
263,   StreNgtHs   ,knowledgeable
146,strengths      ,good teacher
434,   stREngtHs     ,quick learner
370, strengths,good leader
46,   StreNgtHs   ,knowledgeable
342,strengths      ,good leader
436, weaKnesses ,dishonest
484, weaKnesses ,procrastinator
395,strengths      ,honest
155,   WeAkNeSsEs ,procrastinator
252,    WeaKNeSSeS     ,dishonest
296,       STRENGTHS  ,prepared
263,    weaKnEsses     ,procrastinator
107,       STRENGTHS  ,friendly
377,sTrengtHS       ,quick learner
380,sTrEnGthS ,quick learner
158,sTrEnGthS ,knowledgeable
16,   stREngtHs     ,prepared
11,    weaKnEsses     ,cutthroat
183,sTRENgths    ,early starter
313,   WEAKNESSEs    ,unavailable
418,sTRENgths    ,team player
356,    weaKnEsses     ,cutthroat
311,WEAKNESSES,unprepared
192,sTrEnGthS ,early starter
174,   StreNgtHs   ,knowledgeable
166,sTrengtHS       ,good leader
391,   StreNgtHs   ,friendly
128,strengths    ,quick learner
56,sTRENgths    ,prepared
73, strengths,good leader
119,  sTRENgths  ,friendly
237,   WEAKnessES   ,unavailable
339,sTrengtHS       ,good teacher
367,    WeaKNeSSeS     ,unresponsive
235,       STRENGTHS  ,good teacher
268,sTRENgths    ,good leader
329,strengths      ,knowledgeable
174,sTrEnGthS ,good leader
125,strengths      ,team player
84,sTrEnGthS ,good leader
302,    weaKnEsses     ,late
305,   wEAknESses    ,procrastinator
117,  sTRENgths  ,early starter
333,       STRENGTHS  ,team player
268, strengths,prepared
223,    weaKnEsses     ,cutthroat
465, weaKnesses ,procrastinator
477, strengths,honest
252,sTrengtHS       ,early starter
338, strengths,good teacher
163,       STRENGTHS  ,prepared
420, strengths,good teacher
172, strengths,friendly
468,   WEAKnessES   ,procrastinator
221,sTrEnGthS ,good teacher
172,weaknesses          ,procrastinator
159,WEAKNESSES,cutthroat
67,sTrEnGthS ,quick learner
317,   StreNgtHs   ,quick learner
380,    WeaKNeSSeS     ,unprepared
315,sTrEnGthS ,good leader
115,   stREngtHs     ,early starter
92,strengths      ,good leader
154,  sTRENgths  ,good leader
497, weaKnesses ,unresponsive
149,  sTRENgths  ,friendly
249,strengths    ,team player
66, weaKnesses ,unresponsive
117,strengths      ,prepared
3,   stREngtHs     ,friendly
400,       STRENGTHS  ,knowledgeable
76, weaKnesses ,dishonest
291,sTRENgths    ,prepared
256,   stREngtHs     ,honest
335,sTrengtHS       ,early starter
67,weaknesses          ,unprepared
11,       STRENGTHS  ,knowledgeable
475,  sTRENgths  ,quick learner
205,sTrengtHS       ,honest
84,sTRENgths    ,prepared
86,sTrengtHS       ,team player
349,sTrengtHS       ,good leader
270,WEAKNESSES,controlling
211,sTRENgths    ,honest
175, strengths,friendly
13,sTrEnGthS ,prepared
416,weaknesses          ,unprepared
410, strengths,early starter
325,    weaKnEsses     ,late
16,   WeAkNeSsEs ,controlling
320,    WeaKNeSSeS     ,unresponsive
133,strengths      ,friendly
140,  sTRENgths  ,quick learner
240,sTRENgths    ,friendly
486,sTRENgths    ,early starter
477,wEaKNeSSes       ,controlling
459, strengths,good leader
277,   wEAknESses    ,late
61,weaknesses          ,dishonest
417, strengths,prepared
440,  sTRENgths  ,good leader
94,    WeaKNeSSeS     ,controlling
23,sTrengtHS       ,good leader
104,   stREngtHs     ,team player
87,   WEAKNESSEs    ,unresponsive
402,  sTRENgths  ,prepared
248,sTRENgths    ,honest
304,strengths    ,friendly
290,strengths    ,team player
442,sTrEnGthS ,prepared
248,weaknesses          ,unprepared
344,   stREngtHs     ,honest
19,wEaKNeSSes       ,unprepared
309,sTRENgths    ,good leader
26,weaknesses          ,unavailable
488,   wEAknESses    ,unresponsive
232,wEaKNeSSes       ,cutthroat
396,sTRENgths    ,friendly
185,strengths      ,friendly
366,strengths    ,friendly
463,       STRENGTHS  ,knowledgeable
64,   WEAKNESSEs    ,unfriendly
182,   WEAKnessES   ,unresponsive
129,  sTRENgths  ,quick learner
215,sTRENgths    ,early starter
82, strengths,prepared
420,   StreNgtHs   ,knowledgeable
386,   wEAknESses    ,unresponsive
399,sTrengtHS       ,honest
293, strengths,honest
431,  sTRENgths  ,honest
264,strengths      ,early starter
335,sTRENgths    ,good teacher
445,  sTRENgths  ,honest
404,sTRENgths    ,good teacher
40,   StreNgtHs   ,honest
495,strengths    ,knowledgeable
358,strengths      ,friendly
27,  sTRENgths  ,quick learner
352, strengths,good teacher
481,weaknesses          ,cutthroat
446,sTrengtHS       ,good leader
406,sTRENgths    ,quick learner
41,  sTRENgths  ,friendly
469,       STRENGTHS  ,knowledgeable
214,strengths      ,prepared
22,WEAKNESSES,unresponsive
383,    weaKnEsses     ,late
46,       STRENGTHS  ,quick learner
224,   stREngtHs     ,prepared
275,   WEAKnessES   ,late
427,   stREngtHs     ,good leader
242,sTRENgths    ,prepared
400,  sTRENgths  ,early starter
317,sTRENgths    ,knowledgeable
53,wEaKNeSSes       ,unresponsive
493, strengths,good leader
340,strengths    ,knowledgeable
217, weaKnesses ,cutthroat
439,    weaKnEsses     ,unresponsive
63,   WEAKNESSEs    ,unprepared
99,sTrEnGthS ,good teacher
131,sTrEnGthS ,good teacher
236,weaknesses          ,cutthroat
214,   stREngtHs     ,good teacher
50,strengths    ,early starter
468,sTrEnGthS ,team player
403,sTRENgths    ,honest
15, strengths,friendly
70,weaknesses          ,procrastinator
494,wEaKNeSSes       ,unavailable
71,wEaKNeSSes       ,unresponsive
302,   stREngtHs     ,quick learner
235,sTrengtHS       ,team player
198,   WeAkNeSsEs ,unfriendly
468,   StreNgtHs   ,good leader
58,    WeaKNeSSeS     ,dishonest
54,weaknesses          ,controlling
327,   WeAkNeSsEs ,unfriendly
363,   WEAKNESSEs    ,unavailable
177,  sTRENgths  ,prepared
251,sTrengtHS       ,good teacher
435,sTRENgths    ,good teacher
212,   StreNgtHs   ,early starter
184,strengths    ,good teacher
148,    weaKnEsses     ,cutthroat
170,sTRENgths    ,good leader
103,   stREngtHs     ,honest
214,WEAKNESSES,cutthroat
158,sTRENgths    ,friendly
272,   wEAknESses    ,late
106,wEaKNeSSes       ,unfriendly
120,  sTRENgths  ,prepared
325,strengths      ,knowledgeable
418,sTrEnGthS ,quick learner
212,weaknesses          ,dishonest
475,   wEAknESses    ,unfriendly
263,WEAKNESSES,unresponsive
498,wEaKNeSSes       ,unfriendly
44,  sTRENgths  ,quick learner
77,sTRENgths    ,friendly
61,   stREngtHs     ,good leader
310,wEaKNeSSes       ,unprepared
291,   wEAknESses    ,dishonest
244,sTrEnGthS ,team player
219,sTrengtHS       ,knowledgeable
391,sTrengtHS       ,knowledgeable
99,sTrEnGthS ,prepared
56,sTrEnGthS ,knowledgeable
205,sTrEnGthS ,team player
336,WEAKNESSES,unfriendly
299,wEaKNeSSes       ,controlling
339,  sTRENgths  ,early starter
419,  sTRENgths  ,good leader
72, strengths,early starter
314,sTrengtHS       ,honest
228,       STRENGTHS  ,quick learner
47,strengths    ,friendly
166,  sTRENgths  ,knowledgeable
134,       STRENGTHS  ,good teacher
294,   StreNgtHs   ,prepared
189,   WEAKnessES   ,procrastinator
417,   WeAkNeSsEs ,procrastinator
235,sTRENgths    ,friendly
54,   WEAKnessES   ,late
378,   stREngtHs     ,early starter
461,   StreNgtHs   ,knowledgeable
26,strengths      ,team player
104,  sTRENgths  ,good leader
487,   StreNgtHs   ,good teacher
45,    weaKnEsses     ,unresponsive
267,  sTRENgths  ,honest
311,weaknesses          ,procrastinator
492,strengths      ,knowledgeable
369,sTrengtHS       ,quick learner
493, weaKnesses ,unresponsive
69,sTrEnGthS ,good teacher
171, weaKnesses ,unprepared
119,   stREngtHs     ,quick learner
276,   stREngtHs     ,friendly
261,  sTRENgths  ,honest
422,WEAKNESSES,unavailable
266,       STRENGTHS  ,honest
251,   WEAKnessES   ,unavailable
59,WEAKNESSES,unprepared
147,  sTRENgths  ,quick learner
366,   stREngtHs     ,prepared
208,   stREngtHs     ,honest
441,   WEAKnessES   ,late
131,sTrengtHS       ,quick learner
368,       STRENGTHS  ,prepared
388,  sTRENgths  ,friendly
405,sTrengtHS       ,team player
385,       STRENGTHS  ,prepared
216,sTrEnGthS ,knowledgeable
421,  sTRENgths  ,quick learner
89,WEAKNESSES,dishonest
395,   StreNgtHs   ,prepared
13,strengths      ,knowledgeable
349,   StreNgtHs   ,friendly
406,sTrengtHS       ,good leader
457,WEAKNESSES,controlling
227, strengths,knowledgeable
358,sTRENgths    ,honest
196, strengths,team player
10,strengths    ,good teacher
411,   stREngtHs     ,friendly
215,    WeaKNeSSeS     ,cutthroat
441,sTrengtHS       ,good teacher
255,strengths    ,quick learner
56,  sTRENgths  ,friendly
75,   stREngtHs     ,prepared
338,WEAKNESSES,unresponsive
30,   WeAkNeSsEs ,cutthroat
67,       STRENGTHS  ,knowledgeable
56,strengths    ,good teacher
176,strengths    ,good teacher
477,sTrengtHS       ,team player
274,sTrEnGthS ,friendly
383,sTrengtHS       ,team player
436,sTrEnGthS ,team player
381, strengths,quick learner
489,       STRENGTHS  ,quick learner
257,sTRENgths    ,early starter
392,  sTRENgths  ,knowledgeable
405, strengths,quick learner
384,sTrengtHS       ,good teacher
423,strengths      ,knowledgeable
135,   stREngtHs     ,knowledgeable
26,    WeaKNeSSeS     ,procrastinator
275, strengths,good leader
50,   WeAkNeSsEs ,dishonest
27,strengths      ,prepared
473,strengths    ,friendly
277,wEaKNeSSes       ,unfriendly
414,       STRENGTHS  ,good leader
183,    weaKnEsses     ,unavailable
193,sTrengtHS       ,team player
59,sTrEnGthS ,friendly
221,strengths    ,knowledgeable
494,sTrengtHS       ,early starter
277,strengths    ,good leader
418, weaKnesses ,unprepared
164,       STRENGTHS  ,good leader
223,strengths      ,friendly
267,sTrengtHS       ,team player
326,   StreNgtHs   ,team player
101,   stREngtHs     ,good teacher
429,   stREngtHs     ,team player
99,strengths      ,early starter
114,   StreNgtHs   ,team player
8,    weaKnEsses     ,dishonest
325,       STRENGTHS  ,prepared
127,    WeaKNeSSeS     ,late
43, strengths,knowledgeable
50,sTrEnGthS ,knowledgeable
34,   stREngtHs     ,knowledgeable
260,   StreNgtHs   ,friendly
107, weaKnesses ,unfriendly
302, weaKnesses ,controlling
374,strengths      ,honest
77,strengths      ,early starter
437,       STRENGTHS  ,honest
399,   StreNgtHs   ,prepared
144,strengths    ,good teacher
391,   WEAKNESSEs    ,procrastinator
498,   stREngtHs     ,team player
410,   wEAknESses    ,unfriendly
331,strengths    ,knowledgeable
438, strengths,prepared
203,weaknesses          ,unavailable
336,strengths    ,good leader
214,   wEAknESses    ,unfriendly
284,sTrengtHS       ,prepared
317,   WEAKnessES   ,unresponsive
81,sTrEnGthS ,good leader
340,   WeAkNeSsEs ,cutthroat
207,sTrengtHS       ,honest
494, strengths,quick learner
52,   stREngtHs     ,quick learner
349,   StreNgtHs   ,prepared
462,   WeAkNeSsEs ,late
225,       STRENGTHS  ,quick learner
278,strengths      ,friendly
17,strengths    ,team player
47,strengths    ,early starter
73,   stREngtHs     ,honest
191,sTrEnGthS ,prepared
348,       STRENGTHS  ,good leader
111,   stREngtHs     ,friendly
90,  sTRENgths  ,quick learner
481, strengths,good leader
344,sTrEnGthS ,team player
291,  sTRENgths  ,quick learner
500,   stREngtHs     ,good teacher
169,    weaKnEsses     ,controlling
249,wEaKNeSSes       ,unresponsive
302,sTrengtHS       ,good teacher
156, strengths,early starter
394,strengths    ,good leader
70,strengths    ,quick learner
36,WEAKNESSES,unavailable
136,sTRENgths    ,honest
476,   WeAkNeSsEs ,procrastinator
115,    WeaKNeSSeS     ,unavailable
423,       STRENGTHS  ,prepared
341,       STRENGTHS  ,prepared
249,weaknesses          ,dishonest
265,weaknesses          ,unfriendly
291,strengths      ,early starter
306,   WeAkNeSsEs ,unresponsive
203,   StreNgtHs   ,honest
362,       STRENGTHS  ,team player
338,wEaKNeSSes       ,late
216,wEaKNeSSes       ,unprepared
449,sTrEnGthS ,quick learner
230,sTrEnGthS ,quick learner
295,   StreNgtHs   ,quick learner
360,    WeaKNeSSeS     ,late
211,    weaKnEsses     ,unprepared
487,   WeAkNeSsEs ,dishonest
500,   WeAkNeSsEs ,unavailable
168,       STRENGTHS  ,friendly
341,   WEAKnessES   ,procrastinator
7,       STRENGTHS  ,team player
203, strengths,prepared
432,  sTRENgths  ,friendly
486,strengths      ,team player
124,  sTRENgths  ,good teacher
426,   stREngtHs     ,good leader
56,   WEAKNESSEs    ,unavailable
342,sTrEnGthS ,honest
458,strengths      ,knowledgeable
422,strengths    ,early starter
234,sTRENgths    ,friendly
144,sTrEnGthS ,quick learner
316,  sTRENgths  ,quick learner
57,sTRENgths    ,good teacher
460,       STRENGTHS  ,prepared
133,strengths      ,knowledgeable
484,    WeaKNeSSeS     ,dishonest
100,       STRENGTHS  ,quick learner
478,strengths    ,honest
470,sTRENgths    ,friendly
247,   StreNgtHs   ,good teacher
154,   StreNgtHs   ,early starter
29,    WeaKNeSSeS     ,cutthroat
291,sTRENgths    ,honest
405,    weaKnEsses     ,dishonest
189,sTRENgths    ,honest
443,strengths      ,prepared
230,sTRENgths    ,honest
428,   StreNgtHs   ,honest
460,sTrengtHS       ,early starter
489,sTrEnGthS ,prepared
87,   StreNgtHs   ,team player
474,   stREngtHs     ,quick learner
376,  sTRENgths  ,knowledgeable
348,  sTRENgths  ,knowledgeable
319,strengths    ,friendly
377,    weaKnEsses     ,unresponsive
415,weaknesses          ,unresponsive
203,sTrengtHS       ,friendly
335,sTRENgths    ,team player
70,   WEAKNESSEs    ,unavailable
446,sTrEnGthS ,team player
384,       STRENGTHS  ,prepared
487,  sTRENgths  ,knowledgeable
319,sTrEnGthS ,good teacher
478,sTRENgths    ,good teacher
391,  sTRENgths  ,team player
11,sTrEnGthS ,early starter
274,   WEAKnessES   ,cutthroat
386,strengths    ,early starter
499, strengths,good leader
219,    WeaKNeSSeS     ,unfriendly
309,   WeAkNeSsEs ,unfriendly
41,sTRENgths    ,good leader
106,    weaKnEsses     ,cutthroat
170,   WEAKnessES   ,unprepared
407,strengths      ,knowledgeable
13, strengths,good leader
272,strengths    ,good teacher
232, strengths,good teacher
393,   wEAknESses    ,late
190,sTrengtHS       ,team player
37,sTrengtHS       ,prepared
404,   stREngtHs     ,quick learner
366,    weaKnEsses     ,unavailable
380,sTRENgths    ,prepared
179,wEaKNeSSes       ,unfriendly
108,strengths      ,team player
424,strengths      ,knowledgeable
41, strengths,honest
140,   StreNgtHs   ,good teacher
52,strengths      ,team player
